id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,speed,sim,f_camera,camera,memory,screen,wifi,price
1732,681,0.9,194,371,1702,2548,6,1,5,No,4,low,Dual,12.0,19.0,17758,LCD,b,620.17
1733,1163,0.9,132,728,818,2940,13,0,15,Yes,4,medium,Dual,,1.0,19713,LCD,g,1030.9
1734,1285,0.8,199,1791,1896,3966,17,15,2,No,4,low,Dual,4.0,7.0,11415,Touch,a,970.29
1735,753,0.1,121,606,1316,3484,11,10,16,Yes,4,low,Single,11.0,20.0,48627,LCD,none,974.3
1736,1779,0.8,90,1225,1717,1246,12,2,20,Yes,2,high,Dual,2.0,3.0,5431,Touch,none,606.96
1737,987,0.5,83,419,736,2757,17,12,15,Yes,4,medium,Single,4.0,8.0,52423,Touch,none,658.13
1738,511,0.6,136,367,1264,2378,18,3,4,No,4,low,Dual,15.0,18.0,24781,LCD,none,915.1
1739,1044,0.7,104,1230,1263,1794,18,7,19,No,4,medium,Single,4.0,5.0,12422,Touch,n,1084.42
1740,1855,0.6,187,267,1161,3933,7,0,7,No,3,low,Single,5.0,18.0,32137,LCD,g,1271.88
1741,946,0.1,186,273,891,1637,7,3,6,Yes,3,medium,Single,9.0,10.0,26383,LCD,g,757.39
1742,657,0.1,110,705,1905,783,6,1,11,Yes,3,medium,Dual,2.0,8.0,21300,Touch,none,553.17
1743,1673,0.5,182,214,679,3094,12,4,20,Yes,2,medium,Single,2.0,6.0,42467,LCD,none,1106.8
1744,731,0.5,130,424,1032,1774,12,8,10,Yes,4,low,Dual,,,28771,LCD,none,796.33
1745,926,0.8,161,84,793,256,18,7,2,Yes,4,low,Single,6.0,14.0,59339,LCD,b,682.9
1746,1261,0.3,86,605,1429,1365,9,3,16,No,4,low,Single,3.0,9.0,52296,LCD,n,913.23
1747,618,0.2,188,1175,1586,2339,19,2,10,No,4,medium,Single,11.0,20.0,45662,Touch,none,985.68
1748,936,0.2,129,657,938,2049,12,8,5,Yes,4,high,Single,5.0,6.0,57491,Touch,none,664.59
1749,1485,0.8,158,371,1023,3241,14,11,11,Yes,4,low,Dual,,1.0,28216,Touch,none,1183.78
1750,1339,0.5,80,833,1441,867,8,3,3,Yes,4,low,Dual,10.0,11.0,21317,Touch,none,856.34
1751,508,0.7,82,102,1195,2175,14,4,14,Yes,2,medium,Single,1.0,9.0,50695,LCD,a,655.06
1752,1938,0.5,121,1299,1935,3497,18,10,18,Yes,2,low,Dual,5.0,9.0,44338,Touch,none,707.59
1753,995,0.1,104,258,1889,609,11,3,5,No,3,medium,Dual,1.0,3.0,10677,LCD,b,686.34
1754,1086,0.2,111,56,1150,3285,11,5,17,Yes,4,medium,Dual,,1.0,43727,Touch,none,692.39
1755,1322,0.1,157,443,708,3684,15,8,6,No,4,high,Dual,1.0,3.0,35529,LCD,none,1451.22
1756,1864,0.1,181,1279,1793,3586,19,9,8,No,2,medium,Dual,2.0,6.0,57075,LCD,g,868.55
1757,1944,0.5,92,313,712,2322,19,8,7,Yes,4,low,Single,1.0,9.0,26517,LCD,g,1026.64
1758,581,0.2,180,523,565,354,10,4,13,No,4,low,Single,5.0,10.0,56600,Touch,a,638.49
1759,1020,0.7,128,919,1482,3204,18,1,9,Yes,4,low,Dual,3.0,4.0,27462,LCD,n,924.22
1760,1936,0.1,139,570,1021,1400,17,7,3,No,2,medium,Single,2.0,3.0,44520,LCD,a,655.65
1761,1329,0.6,198,380,682,2308,11,10,9,Yes,4,medium,Single,5.0,6.0,23291,Touch,none,721.29
1762,808,0.5,105,119,529,1082,15,5,10,Yes,3,low,Dual,3.0,15.0,46687,LCD,b,561.04
1763,994,0.9,164,296,839,3104,17,7,11,No,2,medium,Dual,4.0,17.0,40628,LCD,none,645.9
1764,1811,0.2,82,358,614,2847,9,2,4,Yes,4,medium,Single,3.0,8.0,22879,LCD,g,935.05
1765,765,0.3,88,1364,1851,2256,6,1,19,Yes,2,high,Single,3.0,11.0,44755,Touch,b,681.07
1766,993,0.4,106,424,1639,1113,14,1,6,Yes,2,high,Dual,,13.0,16442,LCD,b,761.74
1767,1136,0.5,150,961,1030,3210,10,3,8,Yes,3,medium,Single,15.0,19.0,32592,Touch,a,848.8
1768,719,0.4,113,431,1727,3990,14,9,12,Yes,4,low,Dual,,9.0,23477,Touch,b,849.25
1769,733,0.3,105,950,1739,984,17,4,9,Yes,3,low,Dual,,10.0,63599,LCD,a,576.15
1770,1946,0.3,123,647,1849,3117,6,0,2,No,3,high,Dual,8.0,19.0,8412,LCD,none,1434.88
1771,1230,0.7,111,1960,1963,1622,18,17,16,Yes,4,medium,Single,,2.0,48444,Touch,g,993.0
1772,1577,0.1,105,116,1432,2967,7,3,7,No,4,medium,Dual,,7.0,64764,Touch,a,1102.56
1773,1514,0.6,138,306,538,1037,15,3,15,Yes,4,medium,Single,3.0,4.0,12186,LCD,a,561.8
1774,579,1.0,89,808,1517,2908,12,4,11,Yes,2,high,Single,3.0,10.0,7776,LCD,b,940.64
1775,574,0.9,126,94,1334,1167,5,3,19,Yes,4,high,Single,1.0,3.0,30585,LCD,none,643.25
1776,1072,0.4,114,380,877,2715,15,9,16,Yes,2,medium,Dual,6.0,16.0,19390,Touch,none,680.74
1777,843,0.9,119,593,732,1734,17,8,14,No,2,medium,Dual,1.0,4.0,16338,LCD,g,741.6
1778,1492,0.9,85,1684,1746,2259,14,12,19,Yes,2,medium,Single,5.0,7.0,11627,Touch,b,858.97
1779,1807,0.2,125,1221,1415,2921,8,5,17,Yes,2,high,Single,,,17095,Touch,none,783.19
1780,909,0.1,146,410,1643,1244,14,10,16,Yes,2,low,Dual,7.0,9.0,47069,Touch,none,561.74
1781,1876,1.0,98,600,1211,3132,17,0,2,No,4,medium,Dual,9.0,19.0,65040,Touch,n,1059.12
1782,1436,0.3,106,189,1411,2488,8,4,8,Yes,4,high,Dual,3.0,4.0,23416,LCD,none,977.9
1783,1251,0.7,133,308,591,1052,11,9,11,No,4,low,Dual,10.0,16.0,29338,LCD,none,660.58
1784,636,0.9,152,148,742,2927,15,6,3,No,4,low,Single,8.0,15.0,28906,LCD,none,960.37
1785,1354,0.5,136,297,918,2090,5,1,13,Yes,4,low,Dual,3.0,6.0,26667,Touch,none,1027.01
1786,930,0.5,190,1050,1726,2131,7,2,6,Yes,4,low,Dual,3.0,16.0,35142,LCD,b,980.43
1787,1830,0.3,117,1191,1882,3362,13,10,11,Yes,4,medium,Single,7.0,11.0,47214,LCD,none,1454.12
1788,1424,0.6,80,1399,1663,1053,14,11,16,No,4,low,Dual,16.0,18.0,23370,Touch,b,780.36
1789,583,0.9,88,1658,1794,1799,16,9,7,Yes,2,low,Dual,1.0,2.0,51681,Touch,none,632.7
1790,648,0.4,109,1153,1817,3124,5,0,13,Yes,4,low,Dual,9.0,20.0,54466,LCD,none,878.03
1791,1203,0.9,109,35,510,1672,17,13,19,Yes,4,low,Dual,,12.0,11214,Touch,none,810.25
1792,1777,0.2,100,553,874,1552,10,8,10,No,3,medium,Dual,,7.0,15574,Touch,none,960.86
1793,1299,0.5,83,46,908,1938,19,8,5,Yes,3,high,Dual,,6.0,64855,LCD,b,559.67
1794,1494,0.4,129,207,1177,3202,13,1,14,No,4,medium,Single,2.0,9.0,47241,LCD,none,1107.14
1795,527,0.9,128,67,1924,1302,13,7,13,No,2,low,Dual,4.0,11.0,53410,LCD,none,412.59
1796,793,0.4,179,818,1006,2296,12,0,5,Yes,4,high,Dual,1.0,2.0,64679,Touch,none,1040.27
1797,873,0.6,152,1257,1411,575,15,8,7,Yes,3,low,Dual,6.0,9.0,8456,LCD,g,822.27
1798,722,1.0,93,138,1371,2359,13,6,3,No,2,medium,Single,12.0,20.0,12607,LCD,none,685.46
1799,1250,0.4,167,11,1020,3314,6,5,6,Yes,4,medium,Single,14.0,18.0,20790,Touch,a,1064.06
1800,1358,0.6,147,889,1635,440,14,10,13,No,3,medium,Single,,1.0,60523,LCD,none,494.81
1801,1035,1.0,173,831,1709,2002,17,8,5,Yes,3,medium,Dual,8.0,10.0,11441,Touch,none,828.92
1802,1289,0.9,161,713,1854,3167,14,8,20,No,4,low,Dual,3.0,17.0,16836,Touch,none,1039.63
1803,1445,0.4,82,527,1393,3480,17,16,17,No,3,medium,Dual,2.0,6.0,37657,Touch,n,969.86
1804,1702,0.6,107,1284,1643,595,10,0,19,Yes,4,high,Dual,12.0,19.0,47319,LCD,a,893.05
1805,534,0.2,85,911,1220,2466,5,3,18,No,2,low,Dual,4.0,16.0,2769,Touch,b,696.12
1806,628,0.2,87,1047,1534,1337,12,7,14,Yes,2,medium,Single,5.0,6.0,60700,Touch,none,494.5
1807,713,0.8,98,123,1477,1462,19,18,13,No,3,medium,Dual,4.0,17.0,53246,LCD,a,514.72
1808,1207,0.3,112,406,681,503,7,3,5,No,3,low,Single,,,58351,Touch,none,551.1
1809,683,0.1,197,927,1135,2066,9,0,15,Yes,2,medium,Single,7.0,8.0,30707,LCD,none,597.96
1810,594,0.1,196,407,528,708,17,5,17,Yes,2,high,Single,1.0,2.0,27604,Touch,b,461.39
1811,537,0.3,103,1041,1430,2029,10,5,12,Yes,4,medium,Single,1.0,2.0,55555,Touch,g,806.05
1812,1565,0.1,121,781,1364,308,19,17,7,Yes,3,low,Single,,1.0,38515,Touch,a,546.7
1813,1052,0.8,195,1191,1839,552,6,1,11,No,2,low,Single,1.0,16.0,6628,LCD,b,592.94
1814,713,0.7,89,103,1760,2082,15,10,12,No,4,medium,Single,4.0,8.0,63844,LCD,none,639.54
1815,1766,0.6,141,125,1227,3314,9,7,17,Yes,2,low,Dual,1.0,7.0,16624,LCD,a,769.69
1816,584,0.4,199,919,1343,3996,12,9,17,Yes,4,medium,Dual,1.0,4.0,19984,Touch,g,1063.27
1817,1541,0.5,109,536,1656,1795,7,3,4,Yes,4,medium,Dual,6.0,10.0,5173,Touch,a,982.11
1818,837,0.2,104,638,1831,594,16,6,20,No,3,high,Dual,1.0,15.0,51399,LCD,a,563.91
1819,935,0.1,155,639,1087,2473,10,4,9,Yes,4,low,Dual,3.0,12.0,58781,LCD,a,1086.52
1820,665,0.1,185,496,1804,690,5,2,15,Yes,4,low,Single,,2.0,31885,LCD,none,739.05
1821,680,0.4,157,686,1418,3845,15,1,4,Yes,4,high,Single,13.0,17.0,34350,Touch,g,937.92
1822,877,0.1,195,1064,1985,2004,11,8,9,No,4,medium,Dual,,,17615,Touch,b,880.52
1823,1493,0.5,102,240,1414,2083,19,15,20,No,2,medium,Dual,13.0,16.0,53918,Touch,a,727.0
1824,1762,0.1,83,525,704,2661,9,7,4,No,4,low,Single,3.0,14.0,26608,Touch,none,1212.2
1825,842,1.0,124,348,730,1903,8,4,14,Yes,2,medium,Dual,4.0,10.0,57299,Touch,none,382.17
1826,925,0.2,196,1262,1520,2466,8,0,5,Yes,3,medium,Single,9.0,14.0,56275,LCD,none,1137.28
1827,1692,0.9,106,1899,1904,3779,9,3,7,No,4,medium,Single,4.0,17.0,2219,Touch,g,1270.12
1828,1576,0.7,139,258,789,3904,5,1,7,Yes,3,medium,Single,8.0,17.0,5548,Touch,a,912.35
1829,1065,0.3,162,1188,1948,265,8,0,12,No,4,medium,Dual,4.0,8.0,48782,LCD,none,816.71
1830,958,0.4,200,730,751,1417,10,4,19,Yes,4,medium,Single,9.0,12.0,60540,LCD,b,822.65
1831,623,0.3,197,484,1238,1769,10,1,16,Yes,4,low,Single,6.0,12.0,26648,LCD,none,918.03
1832,897,0.4,171,547,1852,2948,12,3,5,No,2,medium,Dual,1.0,2.0,17466,LCD,g,1043.16
1833,1110,0.1,152,800,1455,2572,16,5,16,No,4,medium,Single,4.0,16.0,41370,LCD,a,1042.53
1834,616,0.8,150,347,513,3267,17,9,19,Yes,4,medium,Single,3.0,4.0,21240,LCD,none,999.34
1835,1680,0.7,168,679,1231,1459,15,3,2,Yes,4,medium,Dual,6.0,7.0,38127,Touch,none,828.59
1836,1715,0.3,94,1224,1676,1633,15,10,5,No,4,medium,Single,,6.0,12529,Touch,a,995.81
1837,983,0.1,130,948,1205,2052,5,3,6,No,4,low,Dual,,11.0,45321,LCD,a,854.38
1838,720,0.8,165,366,1234,1086,14,7,3,Yes,4,low,Dual,12.0,14.0,14319,Touch,none,855.24
1839,1660,0.8,169,223,1777,2402,12,10,14,No,4,low,Single,2.0,3.0,24511,Touch,g,1199.49
1840,1564,0.7,108,1619,1962,3376,7,0,7,No,2,medium,Dual,1.0,2.0,43010,Touch,none,972.36
1841,592,0.9,103,332,970,1507,5,0,4,No,2,low,Dual,1.0,10.0,52321,LCD,b,478.51
1842,969,0.6,158,167,909,641,9,1,8,No,4,medium,Dual,2.0,7.0,44699,LCD,b,612.21
1843,1356,0.8,131,782,951,3451,5,2,17,Yes,3,low,Dual,,19.0,35362,Touch,n,804.22
1844,504,0.5,189,881,1129,1607,15,0,10,Yes,3,medium,Single,8.0,9.0,14908,Touch,g,752.52
1845,1546,0.2,101,91,1317,3521,15,11,9,Yes,4,low,Dual,3.0,4.0,6478,LCD,none,743.5
1846,689,0.8,147,487,722,1241,9,0,16,No,4,high,Dual,3.0,6.0,7331,LCD,none,723.19
1847,1685,0.6,137,120,1429,881,6,3,17,No,2,low,Single,14.0,15.0,16706,Touch,b,464.26
1848,1792,0.3,170,1626,1913,2563,18,14,15,Yes,4,medium,Single,3.0,8.0,62878,LCD,a,1261.71
1849,1786,0.1,123,74,865,3033,14,11,17,No,2,medium,Single,11.0,14.0,61524,Touch,none,936.45
1850,1944,0.2,132,634,1079,769,19,13,3,No,4,low,Dual,9.0,10.0,59110,LCD,n,936.12
1851,1077,0.6,131,334,1079,3454,17,11,2,Yes,4,high,Single,13.0,14.0,49059,LCD,n,1175.16
1852,648,0.1,195,931,1811,819,10,3,4,Yes,4,medium,Single,1.0,4.0,60492,LCD,none,624.96
1853,1702,0.6,185,921,1351,435,12,9,3,Yes,2,low,Dual,8.0,19.0,2423,Touch,a,601.52
1854,1571,0.9,150,805,956,586,10,9,4,No,2,high,Single,1.0,3.0,30601,Touch,b,561.05
1855,856,0.7,125,1057,1931,650,17,0,10,Yes,4,medium,Dual,14.0,19.0,19253,LCD,a,834.3
1856,1786,1.0,115,616,912,3038,18,0,14,No,3,high,Single,6.0,15.0,14163,LCD,none,620.14
1857,914,0.9,198,740,840,3736,14,8,5,Yes,4,low,Single,1.0,4.0,60518,LCD,none,1470.97
1858,1615,0.9,117,542,678,2948,8,3,3,Yes,3,high,Single,3.0,13.0,9181,Touch,none,923.36
1859,649,0.8,190,344,1551,739,18,1,2,Yes,4,medium,Single,4.0,12.0,20181,Touch,none,683.66
1860,1646,0.6,200,211,1608,686,8,6,11,No,4,high,Single,3.0,5.0,25586,Touch,none,702.29
1861,1189,0.5,164,79,615,841,13,10,11,Yes,2,medium,Single,5.0,20.0,7326,Touch,none,488.11
1862,1043,0.2,83,887,893,1183,5,3,8,No,3,high,Single,3.0,17.0,29821,LCD,none,459.68
1863,1920,0.5,131,670,1152,3943,13,0,4,No,4,low,Dual,3.0,8.0,19130,Touch,none,1072.01
1864,1220,0.7,109,383,1249,1037,6,4,15,Yes,3,high,Single,1.0,20.0,54363,LCD,none,694.68
1865,1748,0.5,114,718,1109,2633,16,0,9,Yes,4,low,Dual,11.0,20.0,53623,LCD,none,1163.89
1866,907,0.2,160,144,896,3911,13,6,8,Yes,2,high,Dual,7.0,12.0,44467,LCD,none,802.81
1867,1193,1.0,158,1442,1904,1958,7,5,2,Yes,3,high,Single,7.0,13.0,20355,LCD,none,891.74
1868,1766,0.8,122,291,1318,3297,7,5,16,Yes,4,low,Dual,1.0,4.0,22665,LCD,none,1228.89
1869,1278,0.8,170,1352,1775,3141,6,2,11,Yes,4,medium,Single,7.0,16.0,24425,Touch,n,1523.53
1870,1234,0.9,174,209,725,3351,12,9,19,No,2,medium,Dual,8.0,15.0,17482,LCD,a,712.08
1871,1961,0.5,100,861,1888,2355,14,7,6,Yes,3,medium,Single,10.0,20.0,55614,Touch,a,1054.56
1872,1745,0.9,105,426,1629,1308,5,0,2,No,4,high,Single,,,3473,Touch,none,940.93
1873,1442,0.4,127,266,642,991,14,8,7,No,3,low,Dual,1.0,8.0,27404,LCD,none,662.26
1874,1083,1.0,173,523,542,3248,8,6,6,Yes,4,high,Dual,1.0,2.0,39650,LCD,a,1424.3
1875,868,0.4,137,40,1311,1519,13,0,2,Yes,2,low,Single,5.0,7.0,5460,LCD,a,644.88
1876,864,0.3,88,262,1436,493,18,9,10,No,4,medium,Dual,,1.0,53533,Touch,none,495.92
1877,1142,0.6,114,623,769,1747,7,0,14,Yes,2,medium,Single,,,2680,Touch,none,560.44
1878,608,0.9,94,4,1351,2517,16,8,7,Yes,3,low,Dual,,,64936,Touch,g,934.45
1879,983,0.9,187,1001,1176,1389,17,8,8,No,4,medium,Single,,4.0,53924,Touch,a,975.08
1880,1720,0.8,188,334,896,2522,10,5,2,No,4,medium,Single,18.0,20.0,2481,LCD,g,1018.62
1881,1802,0.5,116,453,963,1885,10,9,7,Yes,3,medium,Dual,8.0,16.0,27942,Touch,none,821.61
1882,591,0.5,196,952,1726,704,14,5,4,No,4,medium,Dual,18.0,20.0,15929,Touch,b,723.71
1883,1205,0.1,163,321,1870,953,18,11,20,Yes,2,high,Single,5.0,10.0,10486,Touch,b,450.17
1884,1369,0.6,108,1451,1469,3206,16,15,4,Yes,2,medium,Dual,3.0,18.0,28536,LCD,none,1177.86
1885,713,0.1,94,1048,1123,928,12,10,9,No,2,low,Dual,,14.0,42168,LCD,a,418.9
1886,1082,1.0,101,398,724,2177,12,2,17,No,2,high,Dual,11.0,20.0,2272,Touch,none,723.84
1887,1719,0.1,187,417,520,2610,10,1,11,Yes,3,medium,Dual,,1.0,52302,Touch,b,904.71
1888,1544,0.1,186,470,844,489,9,4,2,No,4,high,Single,18.0,20.0,12416,LCD,b,619.23
1889,1090,0.6,128,1217,1670,3839,17,3,11,Yes,4,high,Single,1.0,8.0,8930,LCD,b,1218.87
1890,1991,0.1,181,298,1037,1861,8,5,17,No,4,high,Single,3.0,13.0,15938,Touch,g,1019.87
1891,1367,0.8,176,36,642,299,6,2,10,No,2,high,Single,4.0,6.0,56304,Touch,none,509.09
1892,1179,0.3,182,85,1451,340,16,5,16,Yes,4,low,Single,7.0,12.0,32986,LCD,none,579.48
1893,721,0.2,102,655,1255,3606,10,0,5,Yes,4,high,Dual,1.0,18.0,15572,Touch,a,1080.72
1894,1549,0.7,91,167,990,799,7,3,9,Yes,3,medium,Dual,,4.0,62408,LCD,a,835.17
1895,1349,0.9,134,212,623,2367,11,7,10,Yes,3,medium,Dual,3.0,12.0,46110,LCD,g,908.82
1896,1799,0.6,123,617,1386,445,10,8,10,No,4,medium,Single,1.0,9.0,30907,Touch,none,951.95
1897,1075,0.2,122,271,1769,3927,8,3,7,No,3,low,Dual,2.0,16.0,11614,LCD,none,924.03
1898,684,1.0,157,159,1738,3756,17,5,12,Yes,4,low,Dual,3.0,9.0,63705,Touch,a,945.84
1899,1837,0.9,162,786,872,770,14,1,15,No,2,low,Single,9.0,20.0,36294,LCD,a,689.19
1900,1619,0.4,138,46,562,1641,7,2,13,Yes,4,medium,Single,2.0,9.0,20947,LCD,none,843.27
1901,965,0.9,197,645,1275,2343,17,12,15,Yes,3,medium,Single,1.0,2.0,12886,LCD,none,561.09
1902,730,0.7,122,1371,1677,2787,10,8,7,No,3,medium,Single,9.0,15.0,9593,LCD,n,1002.71
1903,1361,1.0,169,881,1382,2495,8,7,16,Yes,2,medium,Single,1.0,2.0,47221,LCD,b,646.48
1904,1494,0.8,158,449,790,3208,11,9,4,No,4,medium,Single,3.0,4.0,45791,LCD,none,1035.49
1905,1027,1.0,146,338,534,1234,7,4,14,Yes,3,low,Single,7.0,11.0,18605,LCD,a,610.71
1906,1807,0.2,97,1332,1814,1069,7,6,7,No,4,low,Dual,,,38495,LCD,none,979.45
1907,709,0.1,130,119,1531,3568,16,14,3,No,2,high,Dual,1.0,11.0,11411,LCD,g,716.04
1908,689,0.5,103,256,823,3585,10,1,10,No,3,medium,Single,2.0,11.0,45489,LCD,none,680.1
1909,955,0.6,155,428,1254,1974,14,1,18,Yes,3,low,Single,2.0,10.0,2371,Touch,none,669.29
1910,1872,0.6,111,1546,1879,2419,15,5,19,Yes,2,medium,Single,5.0,14.0,35047,LCD,none,829.5
1911,1259,0.5,97,1210,1989,340,17,13,4,No,3,medium,Dual,,,13584,LCD,g,763.42
1912,695,0.4,169,789,1211,2282,5,2,17,No,4,medium,Single,1.0,8.0,41235,Touch,none,865.26
1913,1969,0.2,132,390,756,298,10,1,10,No,3,medium,Dual,9.0,11.0,63718,Touch,none,757.63
1914,759,0.3,162,110,1317,968,6,2,2,No,4,high,Single,3.0,8.0,39389,LCD,none,583.08
1915,936,0.2,153,1330,1686,2391,12,6,3,No,3,medium,Single,1.0,18.0,18420,Touch,b,880.97
1916,1176,0.5,168,674,1455,1534,6,2,17,Yes,4,medium,Single,2.0,10.0,62401,LCD,none,1098.69
1917,1802,0.6,101,253,590,696,14,7,3,No,4,high,Dual,,9.0,10414,Touch,none,893.29
1918,772,0.6,97,317,1805,2782,7,0,17,No,4,medium,Dual,,11.0,23660,LCD,none,724.77
1919,1318,0.1,136,183,661,755,18,3,9,Yes,4,high,Single,1.0,7.0,46036,LCD,b,817.92
1920,591,0.9,90,892,1603,3746,5,0,5,Yes,4,low,Dual,1.0,17.0,16273,Touch,none,744.3
1921,569,0.3,124,388,605,2651,17,7,4,Yes,2,high,Dual,,1.0,41622,LCD,none,680.79
1922,764,0.5,124,52,539,1341,19,1,12,No,4,medium,Dual,9.0,11.0,45804,LCD,none,780.95
1923,1056,0.7,101,914,979,2651,15,5,3,Yes,4,medium,Dual,8.0,11.0,37513,Touch,a,854.15
1924,1982,0.2,80,287,593,1824,13,3,14,Yes,4,medium,Single,2.0,20.0,12166,Touch,a,880.91
1925,1830,0.8,160,773,1353,1905,16,3,19,Yes,3,low,Single,5.0,6.0,14614,Touch,n,906.46
1926,1122,0.3,156,675,1163,1456,9,3,20,No,4,low,Single,,14.0,40583,Touch,none,912.43
1927,1023,0.7,153,367,1985,3155,11,10,7,Yes,4,low,Single,2.0,8.0,63265,Touch,n,1109.2
1928,1283,1.0,93,510,980,773,17,7,2,Yes,4,high,Dual,8.0,15.0,33576,Touch,none,748.74
1929,1602,0.1,99,1325,1800,1829,18,17,13,No,4,medium,Dual,,7.0,35838,LCD,none,1149.14
1930,732,0.4,163,1661,1836,3883,12,2,5,Yes,4,medium,Single,5.0,7.0,32410,LCD,g,1504.63
1931,1854,0.4,195,665,718,1675,14,12,9,No,4,low,Dual,,,33646,LCD,a,882.02
1932,718,0.4,93,662,997,1601,10,9,12,Yes,4,medium,Dual,1.0,12.0,30842,Touch,n,772.51
1933,897,0.6,154,0,994,1958,7,5,7,Yes,4,medium,Single,3.0,10.0,2618,Touch,none,815.1
1934,1405,0.3,107,284,1036,2376,19,6,11,No,2,medium,Single,,7.0,8878,Touch,none,723.19
1935,798,0.5,110,661,1951,1647,12,2,3,No,4,low,Dual,6.0,12.0,21347,LCD,none,849.25
1936,1035,0.2,157,757,1912,3548,14,4,5,Yes,2,high,Single,1.0,15.0,40279,Touch,n,1220.48
1937,1396,0.7,134,560,1177,2694,18,3,19,Yes,2,low,Single,,15.0,37545,LCD,b,902.17
1938,1749,0.8,178,470,775,2195,5,4,4,Yes,4,low,Dual,7.0,8.0,49681,LCD,a,1042.84
1939,1588,0.3,148,146,822,2506,5,3,11,Yes,4,high,Single,12.0,20.0,4580,LCD,none,916.44
1940,1600,0.3,94,1315,1710,2073,9,5,4,No,4,low,Single,1.0,16.0,16223,Touch,none,1238.69
1941,1522,0.7,162,533,1696,3767,15,9,16,No,2,medium,Single,4.0,11.0,21662,LCD,g,1172.83
1942,1279,0.5,105,560,1633,1150,7,2,7,Yes,4,high,Single,5.0,6.0,7496,LCD,none,938.86
1943,719,0.7,102,405,1141,841,9,1,2,No,3,high,Single,7.0,8.0,6953,LCD,none,611.05
1944,544,0.2,129,227,610,1675,13,4,17,Yes,4,low,Dual,2.0,15.0,7303,Touch,none,756.83
1945,1007,0.8,185,479,831,1301,8,6,12,Yes,4,high,Dual,5.0,12.0,21610,Touch,none,856.47
1946,590,0.4,141,227,509,1817,10,0,6,Yes,2,medium,Dual,,1.0,32610,Touch,none,466.81
1947,1788,0.2,141,149,1022,2321,7,5,20,No,4,low,Single,,16.0,6329,Touch,none,777.42
1948,748,1.0,110,88,709,1974,17,5,13,No,2,medium,Single,,14.0,25356,Touch,a,474.74
1949,757,0.5,157,114,819,3433,6,5,10,Yes,3,low,Dual,4.0,5.0,63854,Touch,none,984.04
1950,1561,0.8,174,662,874,1205,12,7,3,Yes,4,medium,Dual,1.0,10.0,27341,Touch,none,907.92
1951,1327,0.5,89,441,1721,872,7,5,4,No,3,high,Single,10.0,16.0,23570,Touch,a,587.47
1952,797,0.6,81,888,1466,2052,9,3,14,Yes,3,medium,Dual,4.0,20.0,18767,Touch,b,821.78
1953,727,0.2,193,664,711,3654,9,1,16,Yes,4,high,Dual,,9.0,64024,Touch,none,917.53
1954,686,0.1,194,64,745,1503,10,0,13,Yes,2,high,Dual,,1.0,36242,LCD,none,397.95
1955,1515,0.9,176,747,1247,3104,6,5,20,Yes,4,medium,Dual,4.0,6.0,24759,LCD,none,1027.78
1956,555,0.2,163,956,1010,343,19,14,3,Yes,2,low,Dual,2.0,12.0,17479,Touch,a,421.46
1957,1589,0.8,112,776,1397,3430,7,5,19,No,3,low,Single,,2.0,5390,Touch,g,1301.7
1958,1976,1.0,136,652,1933,2470,11,1,3,Yes,2,high,Dual,6.0,19.0,45638,LCD,none,798.62
1959,1884,0.5,149,1168,1179,1396,15,8,9,No,3,medium,Dual,3.0,4.0,24410,Touch,a,774.17
1960,1063,0.2,86,201,582,2668,12,5,19,No,2,medium,Single,,7.0,27781,LCD,none,668.69
1961,672,0.1,194,724,1127,1457,14,10,20,Yes,3,low,Dual,13.0,20.0,61129,LCD,a,510.93
1962,635,1.0,110,599,1299,2452,19,17,8,Yes,3,low,Single,9.0,17.0,16481,LCD,none,787.99
1963,1906,0.2,113,3,629,1871,13,5,4,Yes,3,medium,Dual,3.0,4.0,55455,LCD,g,828.45
1964,1753,0.6,191,1652,1983,1112,8,2,15,No,3,low,Single,4.0,11.0,40123,Touch,n,881.7
1965,659,0.1,85,190,657,967,10,1,14,No,4,medium,Dual,2.0,6.0,3117,LCD,a,534.98
1966,1583,0.2,148,1171,1673,2498,13,6,8,No,2,medium,Dual,,4.0,14387,LCD,n,842.44
1967,1783,0.7,104,1081,1979,387,14,5,3,No,2,high,Dual,2.0,8.0,42306,Touch,none,742.91
1968,1667,0.9,138,1211,1396,635,17,7,15,No,4,medium,Dual,,,21095,LCD,none,950.09
1969,640,0.6,143,976,1353,2711,15,7,8,No,4,medium,Dual,5.0,20.0,6717,Touch,none,897.43
1970,1913,0.6,111,675,742,2023,17,13,8,Yes,3,medium,Single,,4.0,28893,Touch,none,1015.49
1971,538,0.3,163,455,537,2215,9,3,17,No,4,medium,Dual,,7.0,25590,Touch,b,688.57
1972,1191,0.8,89,42,807,824,19,18,7,No,4,low,Single,6.0,9.0,45943,LCD,none,680.08
1973,816,0.1,117,1196,1651,3851,10,3,14,No,3,high,Dual,2.0,3.0,9456,LCD,g,786.68
1974,915,0.3,199,503,986,2156,7,3,13,Yes,4,low,Dual,9.0,16.0,33638,Touch,none,871.3
1975,1157,0.1,88,1694,1798,2885,8,4,2,Yes,3,low,Single,7.0,8.0,27373,LCD,a,946.18
1976,1201,1.0,99,306,558,495,15,6,14,Yes,3,low,Single,2.0,7.0,10463,Touch,b,657.44
